dev;breaks;A_to_S;S_to_A;A_to_H;H_to_A;S_to_H;H_to_S;H_to_D;D_to_A;D_to_S
gengjiawen;58.15934065934066;6.016483516483516;6.016483516483516;6.016483516483516;4.010989010989011;0.0;2.0054945054945055;0.0;0.0;0.0
othiym23;14.512922465208748;2.176938369781312;2.176938369781312;0.0;0.0;0.0;0.0;0.0;0.0;0.0
maclover7;26.92622950819672;5.9836065573770485;5.9836065573770485;0.0;0.0;0.0;0.0;0.0;0.0;0.0
mscdex;26.56210790464241;3.6637390213299876;3.6637390213299876;0.0;0.0;0.0;0.0;0.0;0.0;0.0
seishun;9.514844315713251;1.5858073859522086;1.5858073859522086;0.0;0.0;0.0;0.0;0.0;0.0;0.0
sam-github;22.893491124260354;2.3757396449704142;2.3757396449704142;0.0;0.0;0.0;0.0;0.0;0.0;0.0
mmarchini;13.54131534569983;1.2310286677908937;1.2310286677908937;0.0;0.0;0.0;0.0;0.0;0.0;0.0
vsemozhetbyt;44.83621474067334;4.317561419472248;4.317561419472248;0.0;0.0;0.0;0.0;0.0;0.0;0.0
silverwind;16.653125;1.3687500000000001;1.3687500000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0
saghul;11.5689381933439;0.5784469096671949;0.5784469096671949;0.0;0.0;0.0;0.0;0.0;0.0;0.0
rvagg;20.704483074107962;0.33394327538883806;0.33394327538883806;0.33394327538883806;0.16697163769441903;0.0;0.0;0.16697163769441903;0.16697163769441903;0.0
ryzokuken;23.36644591611479;3.222958057395144;3.222958057395144;0.0;0.0;0.0;0.0;0.0;0.0;0.0
