dev;username;breaks;A_to_S;S_to_A;A_to_H;H_to_A;S_to_H;H_to_S;H_to_D;D_to_A;D_to_S
128588;indutny;21.71310240963855;3.023343373493976;3.023343373493976;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9007;bengl;11.252408477842003;1.4065510597302504;1.4065510597302504;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1883496;mmarchini;21.778042959427207;3.484486873508353;3.484486873508353;0.0;0.0;0.0;0.0;0.0;0.0;0.0
84797;santigimeno;23.972457627118644;1.9332627118644068;1.9332627118644068;0.0;0.0;0.0;0.0;0.0;0.0;0.0
289504;TimothyGu;23.475770925110133;1.6079295154185023;1.6079295154185023;0.32158590308370044;0.32158590308370044;0.0;0.0;0.0;0.0;0.0
90075;srl295;10.645833333333334;0.9125000000000001;0.9125000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28183;bmeck;6.674979218620116;1.2136325852036576;1.2136325852036576;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1240486;maclover7;40.331491712707184;5.041436464088398;5.041436464088398;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6913142;ofrobots;27.76545166402536;2.3137876386687797;2.3137876386687797;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63463;AndreasMadsen;12.67361111111111;1.8105158730158728;1.8105158730158728;0.0;0.0;0.0;0.0;0.0;0.0;0.0
61780;ChALkeR;8.933566433566433;0.9571678321678322;0.9571678321678322;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1689104;thefourtheye;22.310513447432765;3.5696821515892423;3.5696821515892423;0.0;0.0;0.0;0.0;0.0;0.0;0.0
340208;lpinca;16.62112932604736;2.3269581056466304;2.3269581056466304;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5790101;joyeecheung;58.18840579710145;3.8471673254281953;3.8471673254281953;0.0;0.0;0.0;0.0;0.0;0.0;0.0
289092;sam-github;19.470128022759603;2.076813655761024;2.076813655761024;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2357898;aqrln;22.884012539184955;2.2884012539184955;2.2884012539184955;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19076;JacksonTian;9.233201581027668;1.442687747035573;1.442687747035573;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12995;lance;10.536951501154736;1.6859122401847577;1.6859122401847577;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35486103;shisama;50.47872340425532;5.824468085106383;5.824468085106383;0.0;0.0;0.0;0.0;0.0;0.0;0.0
230112;misterdjules;5.494623655913978;0.26164874551971323;0.26164874551971323;0.0;0.0;0.0;0.0;0.0;0.0;0.0
102246;silverwind;15.505522514868309;1.860662701784197;1.860662701784197;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6611460;zkat;10.464813205907907;0.634231103388358;0.634231103388358;0.0;0.0;0.0;0.0;0.0;0.0;0.0
963;bnoordhuis;52.33260553129549;3.9847161572052405;3.9847161572052405;0.0;0.0;0.0;0.0;0.0;0.0;0.0
391036;evanlucas;34.69581749049429;2.7756653992395437;2.7756653992395437;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33255883;MylesBorins;34.10268270120259;3.038852913968548;3.038852913968548;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35915910;devsnek;52.142857142857146;4.740259740259741;4.740259740259741;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2375205;addaleax;72.13961922030825;4.301903898458749;3.970988213961922;0.0;0.0;0.33091568449682685;0.33091568449682685;0.0;0.0;0.0
212938;jasnell;56.437451437451436;5.388500388500389;5.388500388500389;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2549841;richardlau;8.511210762331839;0.6547085201793722;0.6547085201793722;0.0;0.0;0.0;0.0;0.0;0.0;0.0
883111;yorkie;9.733333333333333;1.9466666666666665;1.9466666666666665;0.0;0.0;0.0;0.0;0.0;0.0;0.0
83693;Trott;72.61199696279424;5.54290053151101;5.54290053151101;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6252488;BridgeAR;33.08781869688385;4.135977337110481;3.7913125590179413;0.0;0.0;0.6893295561850803;0.6893295561850803;0.0;0.0;0.0
6215207;gibfahn;19.820696721311474;1.1219262295081966;1.1219262295081966;0.0;0.0;0.0;0.0;0.0;0.0;0.0
932401;cjihrig;47.06303724928367;4.183381088825215;4.183381088825215;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6084;guybedford;20.27777777777778;1.0138888888888888;1.0138888888888888;0.0;0.0;0.0;0.0;0.0;0.0;0.0
709731;fhinkel;15.2811004784689;1.3098086124401915;1.3098086124401915;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8651640;ryzokuken;36.5;1.2586206896551724;1.2586206896551724;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1013109;joaocgreis;13.33198051948052;1.1850649350649352;1.1850649350649352;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2518790;stefanmb;31.44194756554307;1.3670411985018727;1.3670411985018727;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14005;shigeki;6.53816199376947;0.8528037383177569;0.8528037383177569;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1421035;tniessen;41.79389312977099;2.786259541984733;2.786259541984733;0.0;0.0;0.0;0.0;0.0;0.0;0.0
644767;seishun;17.07126948775056;1.6258351893095768;1.6258351893095768;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6564006;vsemozhetbyt;46.46817248459959;4.496919917864476;4.496919917864476;0.0;0.0;0.0;0.0;0.0;0.0;0.0
31284;trevnorris;26.343779677113012;2.7730294396961064;2.7730294396961064;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1884277;matthewloring;16.336317135549873;0.4667519181585678;0.0;0.4667519181585678;0.0;0.4667519181585678;0.0;0.9335038363171356;0.0;0.0
10;mcollina;18.768227168073675;1.1204911742133539;1.1204911742133539;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17381;gabrielschulhof;32.704;3.504;3.504;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7257;jbergstroem;12.345588235294118;1.6102941176470589;1.6102941176470589;0.0;0.0;0.0;0.0;0.0;0.0;0.0
